image_path,image_width,image_height,class_name,class_id,xmin,ymin,xmax,ymax,source_annotation,is_valid_raw,image_filename,xml_file,bbox_w,bbox_h,min_side,bbox_area,image_area,bbox_area_ratio,orig_image_width,orig_image_height,square_size,pad_left,pad_top,pad_right,pad_bottom,is_valid_squared
D:\project_root\data\processed\images\all\img_03_425507000_00894.jpg,2048,2048,5_youban,5,18,1061,140,1139,voc_xml,True,img_03_425507000_00894.jpg,D:\project_root\data\raw\archive\lable\img_03_425507000_00894.xml,122,78,78,9516,2048000,0.004646484375,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425507000_00900.jpg,2048,2048,5_youban,5,28,738,121,832,voc_xml,True,img_03_425507000_00900.jpg,D:\project_root\data\raw\archive\lable\img_03_425507000_00900.xml,93,94,93,8742,2048000,0.0042685546875,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425507000_00919.jpg,2048,2048,5_youban,5,20,1313,121,1415,voc_xml,True,img_03_425507000_00919.jpg,D:\project_root\data\raw\archive\lable\img_03_425507000_00919.xml,101,102,101,10302,2048000,0.0050302734375,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425507000_00925.jpg,2048,2048,5_youban,5,24,1169,118,1269,voc_xml,True,img_03_425507000_00925.jpg,D:\project_root\data\raw\archive\lable\img_03_425507000_00925.xml,94,100,94,9400,2048000,0.00458984375,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425507200_00018.jpg,2048,2048,1_chongkong,1,95,1090,213,1146,voc_xml,True,img_03_425507200_00018.jpg,D:\project_root\data\raw\archive\lable\img_03_425507200_00018.xml,118,56,56,6608,2048000,0.0032265625,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425507200_00018.jpg,2048,2048,2_hanfeng,2,10,905,2040,971,voc_xml,True,img_03_425507200_00018.jpg,D:\project_root\data\raw\archive\lable\img_03_425507200_00018.xml,2030,66,66,133980,2048000,0.065419921875,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425507400_00018.jpg,2048,2048,1_chongkong,1,105,1018,208,1086,voc_xml,True,img_03_425507400_00018.jpg,D:\project_root\data\raw\archive\lable\img_03_425507400_00018.xml,103,68,68,7004,2048000,0.003419921875,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425507400_00018.jpg,2048,2048,2_hanfeng,2,10,840,2042,917,voc_xml,True,img_03_425507400_00018.jpg,D:\project_root\data\raw\archive\lable\img_03_425507400_00018.xml,2032,77,77,156464,2048000,0.0763984375,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425507600_00018.jpg,2048,2048,2_hanfeng,2,1,890,2048,961,voc_xml,True,img_03_425507600_00018.jpg,D:\project_root\data\raw\archive\lable\img_03_425507600_00018.xml,2047,71,71,145337,2048000,0.07096533203125,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425507600_00018.jpg,2048,2048,1_chongkong,1,77,1068,217,1138,voc_xml,True,img_03_425507600_00018.jpg,D:\project_root\data\raw\archive\lable\img_03_425507600_00018.xml,140,70,70,9800,2048000,0.00478515625,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425508100_00017.jpg,2048,2048,1_chongkong,1,85,525,212,569,voc_xml,True,img_03_425508100_00017.jpg,D:\project_root\data\raw\archive\lable\img_03_425508100_00017.xml,127,44,44,5588,2048000,0.002728515625,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425508200_00018.jpg,2048,2048,1_chongkong,1,99,702,210,771,voc_xml,True,img_03_425508200_00018.jpg,D:\project_root\data\raw\archive\lable\img_03_425508200_00018.xml,111,69,69,7659,2048000,0.00373974609375,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425508200_00018.jpg,2048,2048,2_hanfeng,2,3,529,2048,588,voc_xml,True,img_03_425508200_00018.jpg,D:\project_root\data\raw\archive\lable\img_03_425508200_00018.xml,2045,59,59,120655,2048000,0.05891357421875,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425508300_00320.jpg,2048,2048,6_siban,6,931,881,1276,1386,voc_xml,True,img_03_425508300_00320.jpg,D:\project_root\data\raw\archive\lable\img_03_425508300_00320.xml,345,505,345,174225,2048000,0.08507080078125,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425508300_00320.jpg,2048,2048,6_siban,6,1435,641,1794,943,voc_xml,True,img_03_425508300_00320.jpg,D:\project_root\data\raw\archive\lable\img_03_425508300_00320.xml,359,302,302,108418,2048000,0.0529384765625,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425508400_00378.jpg,2048,2048,6_siban,6,438,581,602,1299,voc_xml,True,img_03_425508400_00378.jpg,D:\project_root\data\raw\archive\lable\img_03_425508400_00378.xml,164,718,164,117752,2048000,0.05749609375,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425508400_00378.jpg,2048,2048,6_siban,6,676,1099,795,1341,voc_xml,True,img_03_425508400_00378.jpg,D:\project_root\data\raw\archive\lable\img_03_425508400_00378.xml,119,242,119,28798,2048000,0.0140615234375,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425508400_00378.jpg,2048,2048,6_siban,6,984,597,1235,1515,voc_xml,True,img_03_425508400_00378.jpg,D:\project_root\data\raw\archive\lable\img_03_425508400_00378.xml,251,918,251,230418,2048000,0.1125087890625,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425508400_00380.jpg,2048,2048,6_siban,6,738,572,954,953,voc_xml,True,img_03_425508400_00380.jpg,D:\project_root\data\raw\archive\lable\img_03_425508400_00380.xml,216,381,216,82296,2048000,0.04018359375,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425508400_00380.jpg,2048,2048,6_siban,6,1307,533,1507,710,voc_xml,True,img_03_425508400_00380.jpg,D:\project_root\data\raw\archive\lable\img_03_425508400_00380.xml,200,177,177,35400,2048000,0.01728515625,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425508400_00380.jpg,2048,2048,6_siban,6,1566,864,1671,1117,voc_xml,True,img_03_425508400_00380.jpg,D:\project_root\data\raw\archive\lable\img_03_425508400_00380.xml,105,253,105,26565,2048000,0.01297119140625,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425508400_00380.jpg,2048,2048,6_siban,6,1513,1312,1576,1522,voc_xml,True,img_03_425508400_00380.jpg,D:\project_root\data\raw\archive\lable\img_03_425508400_00380.xml,63,210,63,13230,2048000,0.0064599609375,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425508400_00380.jpg,2048,2048,6_siban,6,1684,1164,1871,1376,voc_xml,True,img_03_425508400_00380.jpg,D:\project_root\data\raw\archive\lable\img_03_425508400_00380.xml,187,212,187,39644,2048000,0.019357421875,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425609500_00001.jpg,2048,2048,1_chongkong,1,85,1430,210,1504,voc_xml,True,img_03_425609500_00001.jpg,D:\project_root\data\raw\archive\lable\img_03_425609500_00001.xml,125,74,74,9250,2048000,0.0045166015625,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425609500_00001.jpg,2048,2048,2_hanfeng,2,2,1264,2043,1332,voc_xml,True,img_03_425609500_00001.jpg,D:\project_root\data\raw\archive\lable\img_03_425609500_00001.xml,2041,68,68,138788,2048000,0.067767578125,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425609500_00001.jpg,2048,2048,6_siban,6,45,541,2013,1154,voc_xml,True,img_03_425609500_00001.jpg,D:\project_root\data\raw\archive\lable\img_03_425609500_00001.xml,1968,613,613,1206384,2048000,0.5890546875,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425609500_00746.jpg,2048,2048,1_chongkong,1,81,595,194,663,voc_xml,True,img_03_425609500_00746.jpg,D:\project_root\data\raw\archive\lable\img_03_425609500_00746.xml,113,68,68,7684,2048000,0.003751953125,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425613500_00001.jpg,2048,2048,1_chongkong,1,95,613,222,671,voc_xml,True,img_03_425613500_00001.jpg,D:\project_root\data\raw\archive\lable\img_03_425613500_00001.xml,127,58,58,7366,2048000,0.0035966796875,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425613500_00597.jpg,2048,2048,2_hanfeng,2,5,543,2048,619,voc_xml,True,img_03_425613500_00597.jpg,D:\project_root\data\raw\archive\lable\img_03_425613500_00597.xml,2043,76,76,155268,2048000,0.075814453125,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425613500_00597.jpg,2048,2048,1_chongkong,1,87,707,240,782,voc_xml,True,img_03_425613500_00597.jpg,D:\project_root\data\raw\archive\lable\img_03_425613500_00597.xml,153,75,75,11475,2048000,0.00560302734375,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425613600_00582.jpg,2048,2048,1_chongkong,1,82,671,195,736,voc_xml,True,img_03_425613600_00582.jpg,D:\project_root\data\raw\archive\lable\img_03_425613600_00582.xml,113,65,65,7345,2048000,0.00358642578125,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425613700_00782.jpg,2048,2048,1_chongkong,1,72,568,189,627,voc_xml,True,img_03_425613700_00782.jpg,D:\project_root\data\raw\archive\lable\img_03_425613700_00782.xml,117,59,59,6903,2048000,0.00337060546875,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425613700_00782.jpg,2048,2048,5_youban,5,878,710,1307,876,voc_xml,True,img_03_425613700_00782.jpg,D:\project_root\data\raw\archive\lable\img_03_425613700_00782.xml,429,166,166,71214,2048000,0.0347724609375,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425613700_00782.jpg,2048,2048,5_youban,5,1784,560,1838,605,voc_xml,True,img_03_425613700_00782.jpg,D:\project_root\data\raw\archive\lable\img_03_425613700_00782.xml,54,45,45,2430,2048000,0.0011865234375,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425613800_00022.jpg,2048,2048,9_zhehen,9,359,1231,1971,1404,voc_xml,True,img_03_425613800_00022.jpg,D:\project_root\data\raw\archive\lable\img_03_425613800_00022.xml,1612,173,173,278876,2048000,0.136169921875,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425613800_00026.jpg,2048,2048,9_zhehen,9,279,1158,1813,1271,voc_xml,True,img_03_425613800_00026.jpg,D:\project_root\data\raw\archive\lable\img_03_425613800_00026.xml,1534,113,113,173342,2048000,0.0846396484375,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425613800_00786.jpg,2048,2048,1_chongkong,1,94,525,197,566,voc_xml,True,img_03_425613800_00786.jpg,D:\project_root\data\raw\archive\lable\img_03_425613800_00786.xml,103,41,41,4223,2048000,0.00206201171875,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425614400_00001.jpg,2048,2048,2_hanfeng,2,18,1077,2048,1121,voc_xml,True,img_03_425614400_00001.jpg,D:\project_root\data\raw\archive\lable\img_03_425614400_00001.xml,2030,44,44,89320,2048000,0.04361328125,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425614400_00001.jpg,2048,2048,1_chongkong,1,67,1241,225,1304,voc_xml,True,img_03_425614400_00001.jpg,D:\project_root\data\raw\archive\lable\img_03_425614400_00001.xml,158,63,63,9954,2048000,0.0048603515625,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425614600_00001.jpg,2048,2048,2_hanfeng,2,17,769,2045,836,voc_xml,True,img_03_425614600_00001.jpg,D:\project_root\data\raw\archive\lable\img_03_425614600_00001.xml,2028,67,67,135876,2048000,0.066345703125,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425614600_00001.jpg,2048,2048,1_chongkong,1,82,938,215,995,voc_xml,True,img_03_425614600_00001.jpg,D:\project_root\data\raw\archive\lable\img_03_425614600_00001.xml,133,57,57,7581,2048000,0.00370166015625,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425614700_00001.jpg,2048,2048,1_chongkong,1,82,1172,190,1230,voc_xml,True,img_03_425614700_00001.jpg,D:\project_root\data\raw\archive\lable\img_03_425614700_00001.xml,108,58,58,6264,2048000,0.00305859375,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425614700_00001.jpg,2048,2048,2_hanfeng,2,7,994,2044,1062,voc_xml,True,img_03_425614700_00001.jpg,D:\project_root\data\raw\archive\lable\img_03_425614700_00001.xml,2037,68,68,138516,2048000,0.067634765625,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425614700_00712.jpg,2048,2048,1_chongkong,1,105,546,213,604,voc_xml,True,img_03_425614700_00712.jpg,D:\project_root\data\raw\archive\lable\img_03_425614700_00712.xml,108,58,58,6264,2048000,0.00305859375,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425616200_00001.jpg,2048,2048,1_chongkong,1,103,1271,208,1335,voc_xml,True,img_03_425616200_00001.jpg,D:\project_root\data\raw\archive\lable\img_03_425616200_00001.xml,105,64,64,6720,2048000,0.00328125,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425616200_00001.jpg,2048,2048,2_hanfeng,2,8,1089,2040,1165,voc_xml,True,img_03_425616200_00001.jpg,D:\project_root\data\raw\archive\lable\img_03_425616200_00001.xml,2032,76,76,154432,2048000,0.07540625,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425616500_00769.jpg,2048,2048,1_chongkong,1,70,525,192,563,voc_xml,True,img_03_425616500_00769.jpg,D:\project_root\data\raw\archive\lable\img_03_425616500_00769.xml,122,38,38,4636,2048000,0.002263671875,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425620300_00001.jpg,2048,2048,2_hanfeng,2,1,1305,1962,1371,voc_xml,True,img_03_425620300_00001.jpg,D:\project_root\data\raw\archive\lable\img_03_425620300_00001.xml,1961,66,66,129426,2048000,0.0631962890625,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425620300_00001.jpg,2048,2048,1_chongkong,1,94,1484,201,1524,voc_xml,True,img_03_425620300_00001.jpg,D:\project_root\data\raw\archive\lable\img_03_425620300_00001.xml,107,40,40,4280,2048000,0.00208984375,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425620300_00001.jpg,2048,2048,3_yueyawan,3,1900,1099,2048,1519,voc_xml,True,img_03_425620300_00001.jpg,D:\project_root\data\raw\archive\lable\img_03_425620300_00001.xml,148,420,148,62160,2048000,0.0303515625,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425622400_00001.jpg,2048,2048,2_hanfeng,2,1,538,2047,609,voc_xml,True,img_03_425622400_00001.jpg,D:\project_root\data\raw\archive\lable\img_03_425622400_00001.xml,2046,71,71,145266,2048000,0.0709306640625,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425622400_00001.jpg,2048,2048,1_chongkong,1,97,700,223,763,voc_xml,True,img_03_425622400_00001.jpg,D:\project_root\data\raw\archive\lable\img_03_425622400_00001.xml,126,63,63,7938,2048000,0.0038759765625,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425622700_00002.jpg,2048,2048,8_yahen,8,490,930,720,1076,voc_xml,True,img_03_425622700_00002.jpg,D:\project_root\data\raw\archive\lable\img_03_425622700_00002.xml,230,146,146,33580,2048000,0.016396484375,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425637500_00012.jpg,2048,2048,7_yiwu,7,548,1074,635,1186,voc_xml,True,img_03_425637500_00012.jpg,D:\project_root\data\raw\archive\lable\img_03_425637500_00012.xml,87,112,87,9744,2048000,0.0047578125,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425637500_00653.jpg,2048,2048,1_chongkong,1,84,1041,192,1104,voc_xml,True,img_03_425637500_00653.jpg,D:\project_root\data\raw\archive\lable\img_03_425637500_00653.xml,108,63,63,6804,2048000,0.003322265625,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425637500_00653.jpg,2048,2048,2_hanfeng,2,8,852,2042,916,voc_xml,True,img_03_425637500_00653.jpg,D:\project_root\data\raw\archive\lable\img_03_425637500_00653.xml,2034,64,64,130176,2048000,0.0635625,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425637500_00653.jpg,2048,2048,6_siban,6,362,924,1997,1503,voc_xml,True,img_03_425637500_00653.jpg,D:\project_root\data\raw\archive\lable\img_03_425637500_00653.xml,1635,579,579,946665,2048000,0.46223876953125,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425637700_00842.jpg,2048,2048,1_chongkong,1,102,1248,210,1312,voc_xml,True,img_03_425637700_00842.jpg,D:\project_root\data\raw\archive\lable\img_03_425637700_00842.xml,108,64,64,6912,2048000,0.003375,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425637700_00842.jpg,2048,2048,2_hanfeng,2,23,1071,2038,1135,voc_xml,True,img_03_425637700_00842.jpg,D:\project_root\data\raw\archive\lable\img_03_425637700_00842.xml,2015,64,64,128960,2048000,0.06296875,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425637800_00890.jpg,2048,2048,1_chongkong,1,89,682,207,740,voc_xml,True,img_03_425637800_00890.jpg,D:\project_root\data\raw\archive\lable\img_03_425637800_00890.xml,118,58,58,6844,2048000,0.003341796875,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425638500_00001.jpg,2048,2048,1_chongkong,1,79,1322,187,1384,voc_xml,True,img_03_425638500_00001.jpg,D:\project_root\data\raw\archive\lable\img_03_425638500_00001.xml,108,62,62,6696,2048000,0.00326953125,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425638500_00001.jpg,2048,2048,2_hanfeng,2,5,1140,2037,1197,voc_xml,True,img_03_425638500_00001.jpg,D:\project_root\data\raw\archive\lable\img_03_425638500_00001.xml,2032,57,57,115824,2048000,0.0565546875,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425638500_00716.jpg,2048,2048,1_chongkong,1,81,527,199,582,voc_xml,True,img_03_425638500_00716.jpg,D:\project_root\data\raw\archive\lable\img_03_425638500_00716.xml,118,55,55,6490,2048000,0.0031689453125,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425639800_00874.jpg,2048,2048,1_chongkong,1,94,656,208,717,voc_xml,True,img_03_425639800_00874.jpg,D:\project_root\data\raw\archive\lable\img_03_425639800_00874.xml,114,61,61,6954,2048000,0.0033955078125,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425639900_00615.jpg,2048,2048,1_chongkong,1,92,584,203,648,voc_xml,True,img_03_425639900_00615.jpg,D:\project_root\data\raw\archive\lable\img_03_425639900_00615.xml,111,64,64,7104,2048000,0.00346875,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425639900_00615.jpg,2048,2048,6_siban,6,232,664,1978,1471,voc_xml,True,img_03_425639900_00615.jpg,D:\project_root\data\raw\archive\lable\img_03_425639900_00615.xml,1746,807,807,1409022,2048000,0.6879990234375,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425640000_00634.jpg,2048,2048,1_chongkong,1,82,777,197,851,voc_xml,True,img_03_425640000_00634.jpg,D:\project_root\data\raw\archive\lable\img_03_425640000_00634.xml,115,74,74,8510,2048000,0.0041552734375,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425640000_00634.jpg,2048,2048,6_siban,6,267,721,2008,1489,voc_xml,True,img_03_425640000_00634.jpg,D:\project_root\data\raw\archive\lable\img_03_425640000_00634.xml,1741,768,768,1337088,2048000,0.652875,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425640100_00875.jpg,2048,2048,1_chongkong,1,87,1264,194,1328,voc_xml,True,img_03_425640100_00875.jpg,D:\project_root\data\raw\archive\lable\img_03_425640100_00875.xml,107,64,64,6848,2048000,0.00334375,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425640100_00875.jpg,2048,2048,2_hanfeng,2,1,1098,2040,1170,voc_xml,True,img_03_425640100_00875.jpg,D:\project_root\data\raw\archive\lable\img_03_425640100_00875.xml,2039,72,72,146808,2048000,0.07168359375,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425640100_00875.jpg,2048,2048,8_yahen,8,118,597,292,759,voc_xml,True,img_03_425640100_00875.jpg,D:\project_root\data\raw\archive\lable\img_03_425640100_00875.xml,174,162,162,28188,2048000,0.013763671875,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425644100_00594.jpg,2048,2048,1_chongkong,1,94,1215,199,1281,voc_xml,True,img_03_425644100_00594.jpg,D:\project_root\data\raw\archive\lable\img_03_425644100_00594.xml,105,66,66,6930,2048000,0.0033837890625,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425644100_00594.jpg,2048,2048,2_hanfeng,2,1,1040,2038,1105,voc_xml,True,img_03_425644100_00594.jpg,D:\project_root\data\raw\archive\lable\img_03_425644100_00594.xml,2037,65,65,132405,2048000,0.06465087890625,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425644200_00680.jpg,2048,2048,1_chongkong,1,77,617,200,676,voc_xml,True,img_03_425644200_00680.jpg,D:\project_root\data\raw\archive\lable\img_03_425644200_00680.xml,123,59,59,7257,2048000,0.00354345703125,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425644200_00680.jpg,2048,2048,6_siban,6,291,572,557,1437,voc_xml,True,img_03_425644200_00680.jpg,D:\project_root\data\raw\archive\lable\img_03_425644200_00680.xml,266,865,266,230090,2048000,0.1123486328125,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425644600_00001.jpg,2048,2048,1_chongkong,1,87,976,192,1035,voc_xml,True,img_03_425644600_00001.jpg,D:\project_root\data\raw\archive\lable\img_03_425644600_00001.xml,105,59,59,6195,2048000,0.00302490234375,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425644600_00001.jpg,2048,2048,2_hanfeng,2,8,787,2040,856,voc_xml,True,img_03_425644600_00001.jpg,D:\project_root\data\raw\archive\lable\img_03_425644600_00001.xml,2032,69,69,140208,2048000,0.0684609375,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425644600_00001.jpg,2048,2048,7_yiwu,7,1769,683,1819,748,voc_xml,True,img_03_425644600_00001.jpg,D:\project_root\data\raw\archive\lable\img_03_425644600_00001.xml,50,65,50,3250,2048000,0.0015869140625,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425644600_00001.jpg,2048,2048,6_siban,6,227,881,1842,1454,voc_xml,True,img_03_425644600_00001.jpg,D:\project_root\data\raw\archive\lable\img_03_425644600_00001.xml,1615,573,573,925395,2048000,0.45185302734375,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425644600_00003.jpg,2048,2048,8_yahen,8,271,923,456,1064,voc_xml,True,img_03_425644600_00003.jpg,D:\project_root\data\raw\archive\lable\img_03_425644600_00003.xml,185,141,141,26085,2048000,0.01273681640625,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425644600_00004.jpg,2048,2048,7_yiwu,7,1262,545,1389,623,voc_xml,True,img_03_425644600_00004.jpg,D:\project_root\data\raw\archive\lable\img_03_425644600_00004.xml,127,78,78,9906,2048000,0.0048369140625,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_425644600_00006.jpg,2048,2048,7_yiwu,7,1281,653,1387,743,voc_xml,True,img_03_425644600_00006.jpg,D:\project_root\data\raw\archive\lable\img_03_425644600_00006.xml,106,90,90,9540,2048000,0.004658203125,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_436068100_00003.jpg,2048,2048,2_hanfeng,2,7,576,2048,638,voc_xml,True,img_03_436068100_00003.jpg,D:\project_root\data\raw\archive\lable\img_03_436068100_00003.xml,2041,62,62,126542,2048000,0.0617880859375,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_436068100_00003.jpg,2048,2048,1_chongkong,1,81,728,210,807,voc_xml,True,img_03_436068100_00003.jpg,D:\project_root\data\raw\archive\lable\img_03_436068100_00003.xml,129,79,79,10191,2048000,0.00497607421875,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_436068400_00001.jpg,2048,2048,2_hanfeng,2,17,1346,2048,1405,voc_xml,True,img_03_436068400_00001.jpg,D:\project_root\data\raw\archive\lable\img_03_436068400_00001.xml,2031,59,59,119829,2048000,0.05851025390625,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_436068500_00002.jpg,2048,2048,7_yiwu,7,1490,625,1602,736,voc_xml,True,img_03_436068500_00002.jpg,D:\project_root\data\raw\archive\lable\img_03_436068500_00002.xml,112,111,111,12432,2048000,0.0060703125,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_436068500_00002.jpg,2048,2048,8_yahen,8,161,581,356,745,voc_xml,True,img_03_436068500_00002.jpg,D:\project_root\data\raw\archive\lable\img_03_436068500_00002.xml,195,164,164,31980,2048000,0.015615234375,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_436068600_00001.jpg,2048,2048,2_hanfeng,2,5,1231,2048,1287,voc_xml,True,img_03_436068600_00001.jpg,D:\project_root\data\raw\archive\lable\img_03_436068600_00001.xml,2043,56,56,114408,2048000,0.05586328125,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_436068600_00001.jpg,2048,2048,1_chongkong,1,95,1405,231,1468,voc_xml,True,img_03_436068600_00001.jpg,D:\project_root\data\raw\archive\lable\img_03_436068600_00001.xml,136,63,63,8568,2048000,0.00418359375,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_436150100_00001.jpg,2048,2048,2_hanfeng,2,25,1482,2048,1516,voc_xml,True,img_03_436150100_00001.jpg,D:\project_root\data\raw\archive\lable\img_03_436150100_00001.xml,2023,34,34,68782,2048000,0.0335849609375,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_436150300_00317.jpg,2048,2048,6_siban,6,440,1054,643,1246,voc_xml,True,img_03_436150300_00317.jpg,D:\project_root\data\raw\archive\lable\img_03_436150300_00317.xml,203,192,192,38976,2048000,0.01903125,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_03_436150300_00318.jpg,2048,2048,6_siban,6,433,669,694,1076,voc_xml,True,img_03_436150300_00318.jpg,D:\project_root\data\raw\archive\lable\img_03_436150300_00318.xml,261,407,261,106227,2048000,0.05186865234375,2048,1000,2048,0,524,0,524,True
